"gene","pval","effect","fdr"
"BRI3","0.0503942995530421","0.0194842748833353",0.0806538903805537
"BRI3BP","1.10860827018131e-06","-0.13644931039894",3.74739879314192e-05
"BRIX1","0.00298550086126043","0.0325593422083441",0.00745597954197487
"BRK1","0.777185554566026","0.00172352189051539",0.819448334925396
"BRMS1L","0.0680619543596756","0.0173520470604102",0.104268729513161
"BROX","0.0197236588248845","-0.0171982658335896",0.0363170960118237
"BRPF1","0.323238284568103","-0.00751533414403482",0.396136429164756
"BRPF3","7.63720382989312e-06","-0.0453507070518142",9.32877482749764e-05
"BRWD1","0.545204885473404","0.00421538798535448",0.614755273610385
"BRWD3","0.920303082748021","-0.000795572042417092",0.93622705883933
"BSCL2","0.00563780337738249","-0.0473774418897035",0.012673236847086
"BSDC1","1.99894543221391e-06","0.0356599957056533",4.69494580509416e-05
"BSG","0.367005741387383","-0.012832406354414",0.442514332000955
"BSPRY","2.8851078911368e-06","-0.185515204132928",5.57529664609776e-05
"BST1","0.000722429366083208","0.0839485416175081",0.0023664625496464
"BST2","0.00345233634730671","-0.0490153728431229",0.00839635471924368
"BTAF1","0.00115763079354286","0.0321890290029824",0.00344192150784864
"BTBD1","0.429702929827596","0.00822036335095022",0.503650520838441
"BTBD10","0.0721984896583499","0.0162835232834345",0.109740937544434
"BTBD2","3.18494978394079e-05","-0.0597386337358076",0.000230718977591832
"BTC","0.946484732403017","-0.00177740049569519",0.956773751124647
"BTD","0.0290666965303509","0.0176777424376287",0.0504734766541707
"BTF3","0.00285436801913324","0.0367522931727939",0.00718162776321403
"BTF3L4","0.065954013539833","-0.0133968433867206",0.101424050858673
"BTK","0.118755389234695","0.0218937987537399",0.168202962713052
"BTN2A1","8.64928008763051e-07","0.0508094194124284",3.47936440537139e-05
"BTN3A3","0.00317670557492725","0.0177908871682321",0.00783684837691176
"BTRC","0.102845496295585","0.0171215095800226",0.14851647828166
"BUB1","8.18458433386338e-06","-0.192522102467261",9.68650870577883e-05
"BUB1B","1.0778912520556e-06","-0.195224587333827",3.72497066915421e-05
"BUB3","0.322147881902738","-0.00819513243957082",0.395172115732892
"BUD13","0.290264971965689","0.00917200158756104",0.361166669787455
"BUD23","0.000589979665815425","-0.025932592588964",0.00201366467961647
"BUD31","0.00149737743015482","-0.0223577463527124",0.00422860111725825
"BYSL","0.271242608095191","-0.0115633087338152",0.340848577988345
"BZW1","0.383529242114558","0.011534503011982",0.458855452722852
"BZW2","0.0545668197327392","-0.0287965922121266",0.0863311507334119
"C11orf52","0.000800062370175934","-0.115266848311781",0.00257177015146853
"C11orf54","4.17922755979778e-05","-0.0335551838881613",0.000277027221714921
"C11orf58","0.000560270009911673","0.0291923638786853",0.00193393206880637
"C11orf68","0.711200607920436","-0.00260713056391404",0.764649733362309
"C11orf96","3.43092643332994e-05","0.166049305568733",0.000241308660249712
"C11orf98","7.2572746991674e-06","-0.070114854728762",9.09704873913515e-05
